place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Kabalana Beach,Beach,23,0,4,27,positive,0.813,I would recommend going here if you want a bit more solitude rather than the beach party scene.,59,0.4576271186440678,64,0.9470623905409088,0.4334014329593989,0.3523553649959913
Kabalana Beach,Sandy beach,8,0,2,10,positive,0.792,"Sugar sand, Beautiful long beach, I love it.",59,0.1694915254237288,15,2.3978952727983707,0.4064229275929442,0.32188695865361183
Kabalana Beach,Restaurants,5,0,2,7,positive,0.806,Lots of great restaurants along the beach and many lounge chairs to relax with on,59,0.11864406779661017,49,1.214125175789954,0.14404874966999456,0.11610329223401562
Kabalana Beach,Accommodation,2,1,4,7,neutral,0.777,"It’s just on the beach and we had a good time.You can enjoy the kabalanaa beach from this hotel, and easy access to main cities.",59,0.11864406779661017,90,0.6061358035703155,0.0719144173727493,0.05587750229862621
Kabalana Beach,Cleanliness,7,1,0,8,positive,0.88,This stretch of beach is not polluted and still remains quite clean by beach standards.,59,0.13559322033898305,117,0.34377153910282454,0.046613090047840616,0.04101951924209974
Kalametiya Eco Bird Watching,Birds,164,8,74,246,positive,0.779,"The boat ride was really peaceful, and the guide was very sharp at pointing out various birds and some monkeys.",806,0.3052109181141439,40,1.4170660197866443,0.43250402092743734,0.3369206323024737
Kalametiya Eco Bird Watching,Lagoon,45,2,17,64,positive,0.807,Superb tranquil lagoon teeming with burdlife,806,0.0794044665012407,11,2.70805020110221,0.21503128147709857,0.17353024415201856
Kalametiya Eco Bird Watching,Local guide,113,2,44,159,positive,0.789,"The boat ride was really peaceful, and the guide was very sharp at pointing out various birds and some monkeys.",806,0.19727047146401985,66,0.9162907318741551,0.1807571046749264,0.14261735558851693
Kalametiya Eco Bird Watching,Sunrise view,18,0,4,22,positive,0.862,You are there in the middle of nature <3 Recommended for the sunrise.,806,0.02729528535980149,21,2.0614230361771577,0.05626713001972391,0.04850226607700201
Kalametiya Eco Bird Watching,Sunset view,19,0,9,28,positive,0.845,Even without the natural interest this is a lovely thing to do just before sunset - a stunning experience.,806,0.034739454094292806,44,1.3217558399823195,0.045917076326929214,0.03879992949625519
Kalutara Bodhiya,Temple,80,7,58,145,positive,0.79,This Buddhist temple is on your way out of Colombo to the south of Srilanka.You will never miss as all Srilankan drivers will stop and pray for a safe journey.You must get down have look.Its one of the famous Buddhist temple in Srilanka.,592,0.24493243243243243,76,0.7752121336142496,0.18987459353727396,0.15000092889444644
Kalutara Bodhiya,Stupa,20,1,27,48,neutral,0.778,"This Buddhist temple is a world reknown place, it has a lovely Bo tree(sacred tree) & a beautiful Stupa where Buddhists love to worship .",592,0.08108108108108109,29,1.7386496439141066,0.14097159274979243,0.10967589915933851
Kalutara Bodhiya,River,21,0,22,43,neutral,0.784,The temple is located in a very beautiful location which opposite of the Kaluthara river.,592,0.07263513513513513,33,1.6094379124341003,0.11690174026126066,0.09165096436482836
Kalutara Bodhiya,Buddha statue,15,0,19,34,neutral,0.777,There also a lot of pictures depicting the life of Buddha and also of his different incarnations.Nice place to visit as it looks really beautiful during the night time.,592,0.057432432432432436,47,1.255797872190522,0.07212352644337458,0.05603998004650205
Kalutara Bodhiya,Paintings,11,0,11,22,positive,0.783,It is beautiful to see the colours of Buddha and the paintings are brilliant.,592,0.037162162162162164,29,1.7386496439141066,0.06461198001032153,0.050591180348081764
Kande Viharaya Temple,Buddha statue,32,2,35,69,neutral,0.804,nice temple and big buddha statue,404,0.1707920792079208,47,1.255797872190522,0.21448032965630207,0.17244218504366687
Kande Viharaya Temple,Temple,55,6,41,102,positive,0.793,Looking around the temple is great with its decorated tree.,404,0.2524752475247525,76,0.7752121336142496,0.19572187531844915,0.15520744712753018
Kande Viharaya Temple,Sculptures,23,0,32,55,neutral,0.775,nice temple and big buddha statue,404,0.13613861386138615,55,1.0986122886681098,0.1495635541503615,0.11591175446653015
Kande Viharaya Temple,Elephants,6,5,16,27,neutral,0.769,You can take as many pictures as you like inside the temple and outside next to the amazing elephant.,404,0.06683168316831684,33,1.6094379124341003,0.10756144464287304,0.08271475093036937
Kande Viharaya Temple,Paintings,8,0,9,17,neutral,0.773,"It was decorated with beautiful pictures, stories and paintings of Gods and Goddesses etc.",404,0.04207920792079208,29,1.7386496439141066,0.07316099986767281,0.05655345289771108
Kandy Lake,Birds,49,1,63,113,neutral,0.765,It was beautiful.The trees are full of birds and wildlife.,1086,0.10405156537753223,40,1.4170660197866443,0.1474479376021094,0.11279767226561369
Kandy Lake,Temple,80,11,89,180,neutral,0.781,It's just next to temple of tooth and has great view of the city.,1086,0.16574585635359115,76,0.7752121336142496,0.12848819894158833,0.10034928337338049
Kandy Lake,Mountain,19,2,17,38,positive,0.753,There are lovely views of the hills around.,1086,0.034990791896869246,24,1.927891643552635,0.06745845529926348,0.050796216840345396
Kandy Lake,Noise level,0,36,0,36,negative,0.798,Loud and polluted by fires,1086,0.03314917127071823,32,1.640209571100854,0.054371587992293496,0.04338852721785021
Kandy Lake,Wildlife,27,2,23,52,positive,0.782,"It is a nice walk around the lake, where you will see a lot of the town and some wildlife.",1086,0.04788213627992634,54,1.1169614273363062,0.05348249928313805,0.04182331443941396
Kandy View Point,Viewpoint,93,6,82,181,positive,0.813,"After visiting Sacred Kandy Temple, I went to view point that supposed offer good view of Kandy city, Temple and nearby mountains.The main place where we have to watch is dug up for some repairs and full of debris.",1251,0.14468425259792167,29,1.7386496439141066,0.25155522425935517,0.20451439732285573
Kandy View Point,Mountain,46,4,30,80,positive,0.756,"Either get a tuk tuk or if you are energetic walk up the hill on the opposite side to the train station and have a great view of bustling Kandy,when we went it was not so good as there is lots of building work going on and there was quite a lot of",1251,0.0639488409272582,24,1.927891643552635,0.12328643603853781,0.09320454564513458
Kandy View Point,Scenic view,332,4,95,431,positive,0.775,Breathtaking View,1251,0.3445243804956035,128,0.25391520998096345,0.08747998041710252,0.06779698482325446
Kandy View Point,Temple,51,2,55,108,neutral,0.782,"Friendly smiling people and such a clean respectful place good photo opportunities, Temple of the tooth is so busy but a must went early evening for great photos after sunset too.",1251,0.08633093525179857,76,0.7752121336142496,0.0669247885134604,0.05233518461752603
Kandy View Point,Buddha statue,21,1,36,58,neutral,0.796,"This was a really great view over Kandy and Kandy lake, you can also spot the buddha!",1251,0.04636290967226219,47,1.255797872190522,0.058222443314988236,0.046345064878730635
Kanniya Hot Springs,Changing rooms,2,2,11,15,neutral,0.801,There are changing rooms by the sides but toilets are a bit farther away and not at all clean.This place could be developed further to make it tourist friendly.,342,0.043859649122807015,3,4.007333185232471,0.1757602274224768,0.1407839421654039
Kanniya Hot Springs,Shops,6,2,5,13,positive,0.755,"There are plenty of shops on the way to the hot springs that sell interesting souvenir goodies, real cheap.",342,0.038011695906432746,10,2.803360380906535,0.10656048231516067,0.08045316414794632
Kanniya Hot Springs,Souvenir stalls,7,4,16,27,neutral,0.767,The walk in its lined with cheap and junky souvenir stalls.,342,0.07894736842105263,49,1.214125175789954,0.0958519875623648,0.0735184744603338
Kanniya Hot Springs,Ticket price,7,12,26,45,neutral,0.755,Its only 10 rupees or locals and 50 for tourists and you can bathe from the 7 hot springs.,342,0.13157894736842105,94,0.5626506916305767,0.07403298574086535,0.05589490423435334
Kanniya Hot Springs,Toilets,3,7,6,16,negative,0.785,"Slippery floors, lack of dress changing areas and toilet facilities, information about the wells, nothing there.",342,0.04678362573099415,37,1.4950275612563562,0.0699428098833383,0.054905105758420565
Kataragama Temple,Temple,65,16,118,199,neutral,0.772,"People generally take a bath before hand, wear white clothing and visit the temple grounds without headwear and footwear.",618,0.3220064724919094,76,0.7752121336142496,0.24962332457805123,0.19270920657425555
Kataragama Temple,Hindu shrine,18,6,65,89,neutral,0.763,The visit to the Buddhist and Hindu temple on a full moon day was great as the kids experienced the crowds and prayers in full swing.,618,0.14401294498381878,39,1.4423838277709342,0.2077219428343255,0.15849184238259034
Kataragama Temple,Mosque,4,1,19,24,neutral,0.754,"There are still other sights worth a look - the Kiri Vehara, the Bodhi tree, and a mosque.",618,0.038834951456310676,5,3.4965075614664802,0.13578670141617397,0.10238317286779518
Kataragama Temple,River,2,3,20,25,neutral,0.755,"We used to bathe in Menik Ganga (the holy river) when we were little, but sadly it's now polluted due to less water flow.",618,0.040453074433656956,33,1.6094379124341003,0.06510671166804613,0.04915556730937483
Kataragama Temple,Elephants,8,2,12,22,neutral,0.775,"two sacred Bo trees taken from the famous Bo tree at Anpuradhapura.An interesting sight was the tourists going under the two temple elephants seven times for good luck.the walk up to Maha Deaval and Kira Viham had people selling flowers to the devotees ,the children all asking got bonbons!!!At 10.30 the daily Poya takes",618,0.03559870550161812,33,1.6094379124341003,0.05729390626788059,0.04440277735760746
Kaudulla National Park,Elephants,254,18,209,481,positive,0.789,"We saw mostly elephants, but we had the most amazing driver and he got us very close even to the smallest ones.",1347,0.3570898292501856,33,1.6094379124341003,0.5747139093398681,0.45344927446915595
Kaudulla National Park,Birds,63,2,105,170,neutral,0.764,"Our guide, Pradeep, and driver were excellent spotters so we saw birds, a sloth bear, 2 different mongoose breeds and assorted other wild things.",1347,0.12620638455827765,40,1.4170660197866443,0.1788427790376611,0.1366358831847731
Kaudulla National Park,Wildlife,74,6,95,175,neutral,0.78,"The elephants here are wild and leave free in the jungle, you don't get very close to the animals as other places with domesticated elephants but the experience is much better here!",1347,0.12991833704528583,54,1.1169614273363062,0.14511377118326177,0.11318874152294418
Kaudulla National Park,Local guide,38,3,37,78,positive,0.76,The tour guide was knowledgeable and kept calm when one rather large elephant looked like he was going to charge at our jeep!,1347,0.05790645879732739,66,0.9162907318741551,0.053059151511643726,0.040324955148849234
Kaudulla National Park,Trail,16,6,23,45,neutral,0.763,The tour follows a large lake inside the park and the path is a bit rough.,1347,0.0334075723830735,39,1.4423838277709342,0.04818654213043211,0.0367663316455197
Keerimalai Hot springs,Hindu shrine,6,2,10,18,neutral,0.773,The road leading from maviddapuram kantha swamy kovil to keerimalai is now tarred and makes travel more comfortable.The temple itself has historical importance for Hindus which is also called Nahuleswaram.,137,0.13138686131386862,39,1.4423838277709342,0.18951028394070668,0.14649144948616627
Keerimalai Hot springs,Changing rooms,1,3,2,6,negative,0.833,Wash room for fresh water baths available on site with excellent toilets and changing rooms.,137,0.043795620437956206,3,4.007333185232471,0.17550364314886735,0.1461945347430065
Keerimalai Hot springs,Beach,8,2,9,19,neutral,0.784,"The young men and women had their own part of the building , easy access to the beach area.",137,0.1386861313868613,64,0.9470623905409088,0.13134441912611144,0.10297402459487137
Keerimalai Hot springs,Temple,11,3,5,19,positive,0.799,The near by temple also worth a look too.,137,0.1386861313868613,76,0.7752121336142496,0.1075111718151149,0.0859014262802768
