place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence
Gangaramaya Temple,Entrance fee,16,4,42,62,neutral,0.814,Good collect of Articraft and Buddha...the entry fee for temple is not fair and acceptable.....This temple has hindu sacred tree at the centre of the temple and it has got collection of of vintage cars
Gangaramaya Temple,Family friendliness,7,1,4,12,positive,0.77,activities where they carry variou Religious statues and other symbols on the backs of many Elephants decorated and Dancers drumers monks children and people offering sill.it takes a couple of hours in the early hours of the night....quite spectacular and enjoyed by youg children and adaults.Make sure to take some snacks
Gangaramaya Temple,Food quality,0,1,0,1,negative,0.72,"Literally a pile of rifles next to Buddha statues, my daughters spotted old plastic MacDonalds Happy meal toys!"
Gangaramaya Temple,Forest,0,0,2,2,neutral,0.74,"I don't try to define style: first of all, Buddhist temple creations are, for me, alas, a “dark forest” (although the sacraments of other faiths and denominations are in my asset 2000+1)."
Gangaramaya Temple,Fort,0,0,1,1,neutral,0.66,interest in you - one remembered us the next day from the ceremony when he must have been looking for punters and caught up with us in Fort where he pretended to befriend us as he happened alongside us but when we said we don't want half price gems he suddenly jumped in a tuk tuk and went back where he came from.
Gangaramaya Temple,Guided tours,4,1,7,12,neutral,0.808,We enjoyed our visit and tour guide’s knowledge of the various artifacts and rooms.
Gangaramaya Temple,Heritage site,1,0,3,4,neutral,0.765,"Rich in cultural heritage and history, this beautiful temple also houses a museum which has the smallest Buddha statue in the world in an enclosure."
Gangaramaya Temple,Hindu shrine,12,1,15,28,neutral,0.778,It's a serene and a majestic Buddhist temple in the heart of colombo.A must visit for all visitors ..The temple also has Hindu diety in the complex .there is a entry charge OF Sln Rs 300 .There is a dress code for entry and you are expected to be fully covered however sarong are available at the entry in case
Gangaramaya Temple,Lake,29,0,34,63,neutral,0.698,"For 300r, it’s good for a visit, and access is also to the temple lake (across the road)."
Gangaramaya Temple,Local guide,15,2,18,35,neutral,0.75,"Nice place, good to go with a guide."
Gangaramaya Temple,Market,0,0,2,2,neutral,0.74,At times it felt as though you were walking through some surreal bric a brac market with the cases full of old glasses and jewellery.
Gangaramaya Temple,Mosque,1,0,1,2,positive,0.79,"Anywhere else in the world at temples, churches, mosques, synagogues and other places of worship are kept clean by worshippers, people who take pride in their place of worship."
Gangaramaya Temple,Mountain,1,0,1,2,positive,0.71,"The hill of buddhas is particularly beautiful, inside seems a bit disorganised as there’s Buddha shrines then cupboards of donated (?) jewellery, watches, cameras and plates."
Gangaramaya Temple,Murals,3,0,2,5,positive,0.808,Huge statues of the great Buddha along with wall paintings of related stories is the highlight.
Gangaramaya Temple,Museum,56,3,75,134,neutral,0.775,"Worth a visit, certainly some interesting artifacts around the temple and museum area"
Gangaramaya Temple,Noise level,0,2,0,2,negative,0.76,The heavy thick smoke filled every room of the temple and the big truck with the spray was so loud and spoilt the serene atmosphere of the temple.
Gangaramaya Temple,Paintings,8,0,6,14,positive,0.783,This place is a nice temple and place to see Big buddha and some paintings and other things related to Buddhism.
Gangaramaya Temple,Parking,2,0,6,8,neutral,0.765,This is a well maintained Buddhist temple in the heart of Colombo City with roadside parking.
Gangaramaya Temple,Peacefulness,109,1,0,110,positive,0.809,A lovely Bodhi tree and many many poses of Buddha - calm and serene as ever!
Gangaramaya Temple,Public transport access,10,0,14,24,neutral,0.783,"The tuk tuk driver was very nice gent, speak fluent English, and recommended this temple visit which was not disappointed at all."
Gangaramaya Temple,Restaurants,0,0,1,1,neutral,0.74,"couple of old Rolls Royces, a collection of pressure washers, dozens of Le Leffe beer glasses, enough crockery to run a medium sized restaurant chain, faux art deco glass table lamps and lots of random items I can't begin to put a name to; there's also some religious stuff but that's hard to spot amongst the bric-a-brac."
Gangaramaya Temple,River,0,0,2,2,neutral,0.74,"Ganga = River; Rama = Temple.Gangarama used to locate in the middle of a lake, and people had to get to the temple in boats."
Gangaramaya Temple,Road access,6,1,9,16,neutral,0.671,"For 300r, it’s good for a visit, and access is also to the temple lake (across the road)."
Gangaramaya Temple,Safety,3,0,0,3,positive,0.773,"is also a museum inside the temple.You can only enter this temple barefoot ,so you have to pay 50 bucks to people who will keep it safe.The Gangaramaya park is also nearby"
Gangaramaya Temple,Scenic view,11,0,7,18,positive,0.755,It’s a very nice temple in Colombo and very beautiful view we can see from Gangaram temple I suggest to visit their when anyone go to srilanka
Gangaramaya Temple,Sculptures,62,6,73,141,neutral,0.781,The temple also has a number of jade and ruby Buddha statues which is very nice.
Gangaramaya Temple,Sea,0,0,1,1,neutral,0.74,"The blessing from our Granbell Hotel Colombo, standing practically on the ocean, was a mile and a half (or 20 minutes of vigour)."
Gangaramaya Temple,Service quality,5,3,2,10,positive,0.784,We thought wow the people here are friendly here but in actual most of them are trying to sell you their service.
Gangaramaya Temple,Shops,4,1,5,10,neutral,0.721,"Recommend this even if you have no particular interest in the religion - for hundreds of years, the faithful have been donating ""stuff"" to this temple, which it can't sell, so now they have a whole floor that looks like a crazy antique shop."
Gangaramaya Temple,Signage,0,0,3,3,neutral,0.74,The displays of gifts to the temple was higgledy-piggledy and there were no signs or explanations as to where anything had come from.
Gangaramaya Temple,Souvenir stalls,1,0,0,1,positive,0.8,It has a nice museum and a souvenir store.
Gangaramaya Temple,Stairs,1,0,5,6,neutral,0.717,Very suggestive temple where you perceive an atmosphere of mysticism...the steps are beautiful with all the Buddha statues positioned on the steps.
Gangaramaya Temple,Stupa,3,0,7,10,neutral,0.77,"year but never reviewed the peaceful and beautiful atmosphere of this holy temple which comprised of Srilankan’s styles premises,pagoda,Buddha’s statues,and Maha Bodhi tree especially we are very glad to be able to make the most respect to the Buddha’s Relics that contained in the small pagoda on the golden tray which"
Gangaramaya Temple,Sunset view,3,0,0,3,positive,0.88,"Even if it is clear that this temple is not very ancient, the mixture of skyscrapers on the sky, the presence of water and the serenity of believers who come here to pray makes it a truly evocative place, especially at sunset"
Gangaramaya Temple,Temple,251,18,138,407,positive,0.795,The Gangaramaya Buddhist Temple is very impressive.
Gangaramaya Temple,Ticket price,29,2,43,74,neutral,0.764,It's a serene and a majestic Buddhist temple in the heart of colombo.A must visit for all visitors ..The temple also has Hindu diety in the complex .there is a entry charge OF Sln Rs 300 .There is a dress code for entry and you are expected to be fully covered however sarong are available
Gangaramaya Temple,Toilets,0,0,2,2,neutral,0.74,Tourist toilet facilities available at main temple.
Gangaramaya Temple,Trail,0,0,1,1,neutral,0.74,"Then onto some vintage cars including a Rolls Royce, and outside along the footpath, a big collection of old machinery such as printing presses!Certainly unlike any other temple I've visited.They're happy for you to take photos, and there's also a toilet (but only for tourists.....)"
Gangaramaya Temple,Value for money,17,5,0,22,positive,0.825,Free for locals.
Gangaramaya Temple,Water depth,0,0,3,3,neutral,0.66,"The temple’s museum showcases a diverse collection of religious artifacts and antiques, offering a deep dive into Sri Lankan Buddhist heritage."
Gangaramaya Temple,Weather condition,0,6,1,7,negative,0.723,"You don't have to worry about wearing long pants, I wore shorts (not to mean any disrepect but it's hot), the guy at the counter will give you a huge cloth to wear like a sarung with no additional fee.Once inside you are free to explore, there's loads of statues/artifacts."
Gangaramaya Temple,Wildlife,0,2,7,9,neutral,0.762,"I was so upset seeing this beautiful creature in chains and in a busy city so I looked into further....She is whipped, poorly fed and sleeps in her own waste."
Gartmore Falls,Accessibility,2,0,0,2,positive,0.86,"It was great, we had were able to spend in upper falls, looked incredible view from above , infinity pool can be accessible."
Gartmore Falls,Crowdedness,1,0,0,1,positive,0.88,"It’s a peaceful and less crowded location, making it ideal for nature lovers and hikers."
Gartmore Falls,Guided tours,0,0,1,1,neutral,0.78,"As a tour guide with years of experience leading travelers through Sri Lanka’s diverse landscapes, I can confidently say that Gartmore Falls is one of the country’s most enchanting and often overlooked destinations."
Gartmore Falls,Lake,2,0,1,3,positive,0.793,"Very beautiful waterfalls near the Reservoir, best place to swim upper side of the waterfall and scenery walk destination DO NOT MISS THE PLACE"
Gartmore Falls,Local guide,0,0,1,1,neutral,0.69,"As a tour guide with years of experience leading travelers through Sri Lanka’s diverse landscapes, I can confidently say that Gartmore Falls is one of the country’s most enchanting and often overlooked destinations."
Gartmore Falls,Mountain,2,0,2,4,positive,0.75,"It is situated within the Gartmore Estate, a tea plantation, and offers stunning views of the surrounding tea fields and the towering Adam's Peak (Sri Pada) in the background."
Gartmore Falls,Peacefulness,3,0,0,3,positive,0.84,Here’s why this hidden gem deserves a spot on your travel itinerary.Gartmore Falls is a tranquil and visually stunning destination that offers a refreshing break from the more frequented tourist spots.
Gartmore Falls,River,0,0,1,1,neutral,0.74,Gartmore Falls is a picturesque waterfall formed by a stream flowing from Maussakelle Reservoir.
Gartmore Falls,Scenic view,6,0,0,6,positive,0.847,"Very beautiful waterfalls near the Reservoir, best place to swim upper side of the waterfall and scenery walk destination DO NOT MISS THE PLACE"
Gartmore Falls,Service quality,0,0,1,1,neutral,0.74,We succeeded in persuading the security staff to allow us to walk to the viewpoints.
Gartmore Falls,Tea plantation,3,0,1,4,positive,0.835,"It is situated within the Gartmore Estate, a tea plantation, and offers stunning views of the surrounding tea fields and the towering Adam's Peak (Sri Pada) in the background."
